generic_name_clean,side_effect,term_type,source
calcium,Abscess,LLT,all
calcium,Abscess,PT,all
calcium,Anorexia,LLT,all
calcium,Decreased appetite,PT,all
calcium,Arrhythmia,LLT,all
calcium,Arrhythmia,PT,all
calcium,Asthenia,LLT,all
calcium,Asthenia,PT,all
calcium,Calcinosis,LLT,all
calcium,Calcinosis,PT,all
calcium,Coma,LLT,all
calcium,Coma,PT,all
calcium,Confusional state,LLT,all
calcium,Confusional state,PT,all
calcium,Feeling abnormal,PT,all
calcium,Constipation,LLT,all
calcium,Constipation,PT,all
calcium,Delirium,LLT,all
calcium,Delirium,PT,all
calcium,Diarrhoea,LLT,all
calcium,Diarrhoea,PT,all
calcium,Dizziness,LLT,all
calcium,Dizziness,PT,all
calcium,Oedema,LLT,all
calcium,Oedema,PT,all
calcium,Cardiac arrest,LLT,all
calcium,Cardiac arrest,PT,all
calcium,Hypercalcaemia,LLT,all
calcium,Hypercalcaemia,PT,all
calcium,Hypersensitivity,LLT,all
calcium,Hypersensitivity,PT,all
calcium,Hypotension,LLT,all
calcium,Hypotension,PT,all
calcium,Nausea,LLT,all
calcium,Nausea,PT,all
calcium,Necrosis,LLT,all
calcium,Necrosis,PT,all
calcium,Pruritus,LLT,all
calcium,Pruritus,PT,all
calcium,Syncope,LLT,all
calcium,Loss of consciousness,PT,all
calcium,Shock,PT,all
calcium,Syncope,PT,all
calcium,Vasodilation,LLT,all
calcium,Vasodilation procedure,PT,all
calcium,Vomiting,LLT,all
calcium,Vomiting,PT,all
calcium,Venospasm,LLT,all
calcium,Vasospasm,PT,all
calcium,Stupor,LLT,all
calcium,Stupor,PT,all
calcium,Depressed level of consciousness,PT,all
calcium,Bradycardia,LLT,all
calcium,Bradycardia,PT,all
calcium,Sense of oppression,LLT,all
calcium,Sense of oppression,PT,all
calcium,Peripheral vasodilatation,LLT,all
calcium,Vasodilatation,PT,all
calcium,Tingling sensation,LLT,all
calcium,Paraesthesia,PT,all
calcium,Chalky taste,LLT,all
calcium,Dysgeusia,PT,all
bupropion,Abdominal distension,LLT,all
bupropion,Abdominal distension,PT,all
bupropion,Abdominal pain,LLT,all
bupropion,Gastrointestinal pain,PT,all
bupropion,Abdominal pain,PT,all
bupropion,Aggression,LLT,all
bupropion,Aggression,PT,all
bupropion,Alopecia,LLT,all
bupropion,Alopecia,PT,all
bupropion,Amblyopia,LLT,all
bupropion,Amblyopia,PT,all
bupropion,Amenorrhoea,LLT,all
bupropion,Amenorrhoea,PT,all
bupropion,Amnesia,LLT,all
bupropion,Amnesia,PT,all
bupropion,Anaphylactic shock,LLT,all
bupropion,Anaphylactic shock,PT,all
bupropion,Anaemia,LLT,all
bupropion,Anaemia,PT,all
bupropion,Anger,LLT,all
bupropion,Anger,PT,all
bupropion,Angioedema,LLT,all
bupropion,Angioedema,PT,all
bupropion,Anorexia,LLT,all
bupropion,Decreased appetite,PT,all
bupropion,Anxiety,LLT,all
bupropion,Anxiety,PT,all
bupropion,Aphasia,LLT,all
bupropion,Aphasia,PT,all
bupropion,Arrhythmia,LLT,all
bupropion,Arrhythmia,PT,all
bupropion,Arthralgia,LLT,all
bupropion,Arthralgia,PT,all
bupropion,Musculoskeletal discomfort,PT,all
bupropion,Arthritis,LLT,all
bupropion,Arthritis,PT,all
bupropion,Asthenia,LLT,all
bupropion,Asthenia,PT,all
bupropion,Asthma,LLT,all
bupropion,Asthma,PT,all
bupropion,Ataxia,LLT,all
bupropion,Ataxia,PT,all
bupropion,Back injury,LLT,all
bupropion,Back injury,PT,all
bupropion,Back pain,LLT,all
bupropion,Back pain,PT,all
bupropion,Mental disorder,LLT,all
bupropion,Mental disorder,PT,all
bupropion,Bipolar disorder,LLT,all
bupropion,Bipolar disorder,PT,all
bupropion,Bipolar I disorder,PT,all
bupropion,Concussion,LLT,all
bupropion,Concussion,PT,all
bupropion,Breast cancer,LLT,all
bupropion,Breast cancer,PT,all
bupropion,Breast disorder,LLT,all
bupropion,Breast disorder,PT,all
bupropion,Bronchospasm,LLT,all
bupropion,Bronchospasm,PT,all
bupropion,Bronchitis,LLT,all
bupropion,Bronchitis,PT,all
bupropion,Bruxism,LLT,all
bupropion,Bruxism,PT,all
bupropion,Bursitis,LLT,all
bupropion,Bursitis,PT,all
bupropion,Basal cell carcinoma,LLT,all
bupropion,Basal cell carcinoma,PT,all
bupropion,Cardiovascular disorder,LLT,all
bupropion,Cardiovascular disorder,PT,all
bupropion,Carpal tunnel syndrome,LLT,all
bupropion,Carpal tunnel syndrome,PT,all
bupropion,Neck pain,LLT,all
bupropion,Neck pain,PT,all
bupropion,Chest pain,LLT,all
bupropion,Chest pain,PT,all
bupropion,Pleuritic pain,LLT,all
bupropion,Pleuritic pain,PT,all
bupropion,Chest wall pain,LLT,all
bupropion,Musculoskeletal chest pain,PT,all
bupropion,Colitis,LLT,all
bupropion,Colitis,PT,all
bupropion,Coma,LLT,all
bupropion,Coma,PT,all
bupropion,Infection,LLT,all
bupropion,Infection,PT,all
bupropion,Confusional state,LLT,all
bupropion,Confusional state,PT,all
bupropion,Feeling abnormal,PT,all
bupropion,Conjunctivitis,LLT,all
bupropion,Conjunctivitis,PT,all
bupropion,Connective tissue disorder,LLT,all
bupropion,Connective tissue disorder,PT,all
bupropion,Constipation,LLT,all
bupropion,Constipation,PT,all
bupropion,Contusion,LLT,all
bupropion,Contusion,PT,all
bupropion,Cough,LLT,all
bupropion,Cough,PT,all
bupropion,Cystitis,LLT,all
bupropion,Cystitis noninfective,PT,all
bupropion,Cystitis,PT,all
bupropion,Bladder pain,PT,all
bupropion,Cyst,LLT,all
bupropion,Cyst,PT,all
bupropion,Deafness,LLT,all
bupropion,Deafness,PT,all
bupropion,Libido decreased,LLT,all
bupropion,Disturbance in sexual arousal,PT,all
bupropion,Libido decreased,PT,all
bupropion,Dysphagia,LLT,all
bupropion,Dysphagia,PT,all
bupropion,Dehydration,LLT,all
bupropion,Dehydration,PT,all
bupropion,Delirium,LLT,all
bupropion,Delirium,PT,all
bupropion,Delusion,LLT,all
bupropion,Delusion,PT,all
bupropion,Dental caries,LLT,all
bupropion,Dental caries,PT,all
bupropion,Depersonalisation,LLT,all
bupropion,Depersonalisation,PT,all
bupropion,Dermatitis exfoliative,LLT,all
bupropion,Dermatitis exfoliative,PT,all
bupropion,Dermatitis atopic,LLT,all
bupropion,Dermatitis atopic,PT,all
bupropion,Diarrhoea,LLT,all
bupropion,Diarrhoea,PT,all
bupropion,Diplopia,LLT,all
bupropion,Diplopia,PT,all
bupropion,Dizziness,LLT,all
bupropion,Dizziness,PT,all
bupropion,Drug abuse,LLT,all
bupropion,Drug abuse,PT,all
bupropion,Drug hypersensitivity,LLT,all
bupropion,Drug hypersensitivity,PT,all
bupropion,Dysarthria,LLT,all
bupropion,Osteoarthritis,PT,all
bupropion,Dysarthria,PT,all
bupropion,Dysgeusia,LLT,all
bupropion,Dysgeusia,PT,all
bupropion,Dyskinesia,LLT,all
bupropion,Dyskinesia,PT,all
bupropion,Dysmenorrhoea,LLT,all
bupropion,Dysmenorrhoea,PT,all
bupropion,Dyspepsia,LLT,all
bupropion,Dyspepsia,PT,all
bupropion,Dyspnoea,LLT,all
bupropion,Dyspnoea,PT,all
bupropion,Dysuria,LLT,all
bupropion,Dysuria,PT,all
bupropion,Ear pain,LLT,all
bupropion,Ear pain,PT,all
bupropion,Ecchymosis,LLT,all
bupropion,Ecchymosis,PT,all
bupropion,Eczema,LLT,all
bupropion,Eczema,PT,all
bupropion,Oedema,LLT,all
bupropion,Oedema,PT,all
bupropion,Enuresis,LLT,all
bupropion,Enuresis,PT,all
bupropion,Epicondylitis,LLT,all
bupropion,Epicondylitis,PT,all
bupropion,Epistaxis,LLT,all
bupropion,Epistaxis,PT,all
bupropion,Eructation,LLT,all
bupropion,Eructation,PT,all
bupropion,Erythema multiforme,LLT,all
bupropion,Erythema multiforme,PT,all
bupropion,Oesophagitis,LLT,all
bupropion,Oesophagitis,PT,all
bupropion,Rash,LLT,all
bupropion,Rash,PT,all
bupropion,Dermatitis,PT,all
bupropion,Excoriation,LLT,all
bupropion,Excoriation,PT,all
bupropion,Extrapyramidal disorder,LLT,all
bupropion,Extrapyramidal disorder,PT,all
bupropion,Eye disorder,LLT,all
bupropion,Eye disorder,PT,all
bupropion,Fatigue,LLT,all
bupropion,Fatigue,PT,all
bupropion,Body temperature increased,LLT,all
bupropion,Body temperature increased,PT,all
bupropion,Flank pain,LLT,all
bupropion,Flank pain,PT,all
bupropion,Flatulence,LLT,all
bupropion,Flatulence,PT,all
bupropion,Vitreous floaters,LLT,all
bupropion,Vitreous floaters,PT,all
bupropion,Flushing,LLT,all
bupropion,Flushing,PT,all
bupropion,Cardiac flutter,LLT,all
bupropion,Cardiac flutter,PT,all
bupropion,Localised infection,LLT,all
bupropion,Localised infection,PT,all
bupropion,Folliculitis,LLT,all
bupropion,Folliculitis,PT,all
bupropion,Food allergy,LLT,all
bupropion,Food allergy,PT,all
bupropion,Food poisoning,LLT,all
bupropion,Food poisoning,PT,all
bupropion,Frigidity,LLT,all
bupropion,Female sexual arousal disorder,PT,all
bupropion,Gastritis,LLT,all
bupropion,Gastritis,PT,all
bupropion,Gastroenteritis,LLT,all
bupropion,Gastroenteritis,PT,all
bupropion,Gastrooesophageal reflux disease,LLT,all
bupropion,Gastrooesophageal reflux disease,PT,all
bupropion,Gastrointestinal disorder,LLT,all
bupropion,Gastrointestinal disorder,PT,all
bupropion,Gastrointestinal haemorrhage,LLT,all
bupropion,Gastrointestinal haemorrhage,PT,all
bupropion,Gingival bleeding,LLT,all
bupropion,Gingival bleeding,PT,all
bupropion,Gingivitis,LLT,all
bupropion,Gingivitis,PT,all
bupropion,Angle closure glaucoma,LLT,all
bupropion,Angle closure glaucoma,PT,all
bupropion,Glossitis,LLT,all
bupropion,Glossitis,PT,all
bupropion,Glycosuria,LLT,all
bupropion,Glycosuria,PT,all
bupropion,Gynaecomastia,LLT,all
bupropion,Gynaecomastia,PT,all
bupropion,Breath odour,LLT,all
bupropion,Breath odour,PT,all
bupropion,Hallucination,LLT,all
bupropion,Hallucination,PT,all
bupropion,Seasonal allergy,LLT,all
bupropion,Seasonal allergy,PT,all
bupropion,Rhinitis seasonal,PT,all
bupropion,Headache,LLT,all
bupropion,Headache,PT,all
bupropion,Cardiac disorder,LLT,all
bupropion,Cardiac disorder,PT,all
bupropion,Haemorrhage,LLT,all
bupropion,Haemorrhage,PT,all
bupropion,Haemoglobin,PT,all
bupropion,Hepatitis,LLT,all
bupropion,Hepatitis,PT,all
bupropion,Hepatitis C,LLT,all
bupropion,Hepatitis C,PT,all
bupropion,Inguinal hernia,LLT,all
bupropion,Inguinal hernia,PT,all
bupropion,Herpes zoster,LLT,all
bupropion,Herpes zoster,PT,all
bupropion,Herpes virus infection,LLT,all
bupropion,Herpes virus infection,PT,all
bupropion,Hirsutism,LLT,all
bupropion,Hirsutism,PT,all
bupropion,Hordeolum,LLT,all
bupropion,Hordeolum,PT,all
bupropion,Hostility,LLT,all
bupropion,Hostility,PT,all
bupropion,Hunger,LLT,all
bupropion,Hunger,PT,all
bupropion,Hypercholesterolaemia,LLT,all
bupropion,Hypercholesterolaemia,PT,all
bupropion,Hyperglycaemia,LLT,all
bupropion,Hyperglycaemia,PT,all
bupropion,Hyperhidrosis,LLT,all
bupropion,Hyperhidrosis,PT,all
bupropion,Hypersensitivity,LLT,all
bupropion,Hypersensitivity,PT,all
bupropion,Type IV hypersensitivity reaction,LLT,all
bupropion,Type IV hypersensitivity reaction,PT,all
bupropion,Hypertension,LLT,all
bupropion,Hypertension,PT,all
bupropion,Hypertrophy of breast,LLT,all
bupropion,Breast enlargement,PT,all
bupropion,Hyperventilation,LLT,all
bupropion,Hyperventilation,PT,all
bupropion,Hypoaesthesia,LLT,all
bupropion,Hypoaesthesia,PT,all
bupropion,Hypoglycaemia,LLT,all
bupropion,Hypoglycaemia,PT,all
bupropion,Hypotension,LLT,all
bupropion,Hypotension,PT,all
bupropion,Orthostatic hypotension,LLT,all
bupropion,Orthostatic hypotension,PT,all
bupropion,Hypotrichosis,LLT,all
bupropion,Hypotrichosis,PT,all
bupropion,Immune system disorder,LLT,all
bupropion,Immune system disorder,PT,all
bupropion,Inappropriate antidiuretic hormone secretion,LLT,all
bupropion,Inappropriate antidiuretic hormone secretion,PT,all
bupropion,Libido increased,LLT,all
bupropion,Libido increased,PT,all
bupropion,Influenza,LLT,all
bupropion,Influenza,PT,all
bupropion,Intestinal perforation,LLT,all
bupropion,Intestinal perforation,PT,all
bupropion,Irritability,LLT,all
bupropion,Irritability,PT,all
bupropion,Jaundice,LLT,all
bupropion,Jaundice,PT,all
bupropion,Keratoconjunctivitis sicca,LLT,all
bupropion,Dry eye,PT,all
bupropion,Laryngitis,LLT,all
bupropion,Laryngitis,PT,all
bupropion,Cramps of lower extremities,LLT,all
bupropion,Muscle spasms,PT,all
bupropion,Lethargy,LLT,all
bupropion,Lethargy,PT,all
bupropion,Leukocytosis,LLT,all
bupropion,Leukocytosis,PT,all
bupropion,Leukopenia,LLT,all
bupropion,Leukopenia,PT,all
bupropion,Mediastinal disorder,LLT,all
bupropion,Mediastinal disorder,PT,all
bupropion,Menopause,LLT,all
bupropion,Menopause,PT,all
bupropion,Menstrual disorder,LLT,all
bupropion,Menstrual disorder,PT,all
bupropion,Metrorrhagia,LLT,all
bupropion,Metrorrhagia,PT,all
bupropion,Motion sickness,LLT,all
bupropion,Motion sickness,PT,all
bupropion,Cramp muscle,LLT,all
bupropion,Hypertonia,LLT,all
bupropion,Hypertonia,PT,all
bupropion,Hypotonia,LLT,all
bupropion,Hypotonia,PT,all
bupropion,Muscle relaxant therapy,PT,all
bupropion,Muscle rigidity,LLT,all
bupropion,Muscle rigidity,PT,all
bupropion,Musculoskeletal disorder,LLT,all
bupropion,Musculoskeletal disorder,PT,all
bupropion,Musculoskeletal pain,LLT,all
bupropion,Musculoskeletal pain,PT,all
bupropion,Fungal infection,LLT,all
bupropion,Fungal infection,PT,all
bupropion,Mydriasis,LLT,all
bupropion,Mydriasis,PT,all
bupropion,Myocardial infarction,LLT,all
bupropion,Myocardial infarction,PT,all
bupropion,Acute coronary syndrome,PT,all
bupropion,Myoclonus,LLT,all
bupropion,Myoclonus,PT,all
bupropion,Nasal congestion,LLT,all
bupropion,Nasal congestion,PT,all
bupropion,Nasopharyngitis,LLT,all
bupropion,Nasopharyngitis,PT,all
bupropion,Nausea,LLT,all
bupropion,Nausea,PT,all
bupropion,Neoplasm,LLT,all
bupropion,Neoplasm,PT,all
bupropion,Nervous system disorder,LLT,all
bupropion,Nervous system disorder,PT,all
bupropion,Nervousness,LLT,all
bupropion,Nervousness,PT,all
bupropion,Tension,PT,all
bupropion,Neuralgia,LLT,all
bupropion,Neuralgia,PT,all
bupropion,Night sweats,LLT,all
bupropion,Night sweats,PT,all
bupropion,Nightmare,LLT,all
bupropion,Nightmare,PT,all
bupropion,Nocturia,LLT,all
bupropion,Nocturia,PT,all
bupropion,Orgasm abnormal,LLT,all
bupropion,Orgasm abnormal,PT,all
bupropion,Osteoporosis,LLT,all
bupropion,Osteoporosis,PT,all
bupropion,Ovarian cyst,LLT,all
bupropion,Ovarian cyst,PT,all
bupropion,Ovarian disorder,LLT,all
bupropion,Ovarian disorder,PT,all
bupropion,Pain,LLT,all
bupropion,Pain,PT,all
bupropion,Pain in extremity,LLT,all
bupropion,Pain in extremity,PT,all
bupropion,Pallor,LLT,all
bupropion,Pallor,PT,all
bupropion,Palpitations,LLT,all
bupropion,Palpitations,PT,all
bupropion,Pancreatitis,LLT,all
bupropion,Pancreatitis,PT,all
bupropion,Pancytopenia,LLT,all
bupropion,Pancytopenia,PT,all
bupropion,Panic reaction,LLT,all
bupropion,Panic reaction,PT,all
bupropion,Sinus disorder,LLT,all
bupropion,Sinus disorder,PT,all
bupropion,Paraesthesia,LLT,all
bupropion,Paraesthesia,PT,all
bupropion,Pelvic infection,LLT,all
bupropion,Pelvic infection,PT,all
bupropion,Pharyngitis,LLT,all
bupropion,Pharyngitis,PT,all
bupropion,Phlebitis,LLT,all
bupropion,Phlebitis,PT,all
bupropion,Pneumonia,LLT,all
bupropion,Pneumonia,PT,all
bupropion,Polyp,LLT,all
bupropion,Polyp,PT,all
bupropion,Polyuria,LLT,all
bupropion,Polyuria,PT,all
bupropion,Urine output increased,PT,all
bupropion,Pregnancy,LLT,all
bupropion,Pregnancy,PT,all
bupropion,Premenstrual syndrome,LLT,all
bupropion,Premenstrual syndrome,PT,all
bupropion,Prostatic disorder,LLT,all
bupropion,Prostatic disorder,PT,all
bupropion,Prurigo,LLT,all
bupropion,Prurigo,PT,all
bupropion,Pruritus,LLT,all
bupropion,Pruritus,PT,all
bupropion,Tension headache,LLT,all
bupropion,Tension headache,PT,all
bupropion,Psychotic disorder,LLT,all
bupropion,Psychotic disorder,PT,all
bupropion,Pulmonary embolism,LLT,all
bupropion,Pulmonary embolism,PT,all
bupropion,Hyperacusis,LLT,all
bupropion,Hyperacusis,PT,all
bupropion,Respiratory tract infection,LLT,all
bupropion,Respiratory tract infection,PT,all
bupropion,Rhabdomyolysis,LLT,all
bupropion,Rhabdomyolysis,PT,all
bupropion,Rhinitis,LLT,all
bupropion,Rhinitis,PT,all
bupropion,Salpingitis,LLT,all
bupropion,Salpingitis,PT,all
bupropion,Sciatica,LLT,all
bupropion,Sciatica,PT,all
bupropion,Sebaceous gland disorder,LLT,all
bupropion,Sebaceous gland disorder,PT,all
bupropion,Convulsion,LLT,all
bupropion,Convulsion,PT,all
bupropion,Pharyngitis streptococcal,LLT,all
bupropion,Pharyngitis streptococcal,PT,all
bupropion,Serum sickness,LLT,all
bupropion,Serum sickness,PT,all
bupropion,Salivary hypersecretion,LLT,all
bupropion,Salivary hypersecretion,PT,all
bupropion,Sinus headache,LLT,all
bupropion,Sinus headache,PT,all
bupropion,Sinusitis,LLT,all
bupropion,Sinusitis,PT,all
bupropion,Skin disorder,LLT,all
bupropion,Skin disorder,PT,all
bupropion,Sleep disturbance,LLT,all
bupropion,Sleep disorder,PT,all
bupropion,Sneezing,LLT,all
bupropion,Sneezing,PT,all
bupropion,Snoring,LLT,all
bupropion,Snoring,PT,all
bupropion,Soft tissue injury,LLT,all
bupropion,Soft tissue injury,PT,all
bupropion,Somnambulism,LLT,all
bupropion,Somnambulism,PT,all
bupropion,Muscle spasms,LLT,all
bupropion,Stevens-Johnson syndrome,LLT,all
bupropion,Stevens-Johnson syndrome,PT,all
bupropion,Gastric ulcer,LLT,all
bupropion,Gastric ulcer,PT,all
bupropion,Stomatitis,LLT,all
bupropion,Stomatitis,PT,all
bupropion,Cerebrovascular accident,LLT,all
bupropion,Cerebrovascular accident,PT,all
bupropion,Suicide,LLT,all
bupropion,Completed suicide,PT,all
bupropion,Suicide attempt,LLT,all
bupropion,Suicide attempt,PT,all
bupropion,Sunburn,LLT,all
bupropion,Sunburn,PT,all
bupropion,Photosensitivity reaction,PT,all
bupropion,Sweating,LLT,all
bupropion,Syncope,LLT,all
bupropion,Loss of consciousness,PT,all
bupropion,Shock,PT,all
bupropion,Syncope,PT,all
bupropion,Tachycardia,LLT,all
bupropion,Tachycardia,PT,all
bupropion,Supraventricular tachycardia,LLT,all
bupropion,Supraventricular tachycardia,PT,all
bupropion,Taste disorders,,all
bupropion,Tendonitis,LLT,all
bupropion,Tendonitis,PT,all
bupropion,Testicular pain,LLT,all
bupropion,Testicular pain,PT,all
bupropion,Thirst,LLT,all
bupropion,Thirst,PT,all
bupropion,Thrombocytopenia,LLT,all
bupropion,Thrombocytopenia,PT,all
bupropion,Tinea pedis,LLT,all
bupropion,Tinea pedis,PT,all
bupropion,Tinnitus,LLT,all
bupropion,Tinnitus,PT,all
bupropion,Tonsillitis,LLT,all
bupropion,Tonsillitis,PT,all
bupropion,Tooth disorder,LLT,all
bupropion,Tooth disorder,PT,all
bupropion,Toothache,LLT,all
bupropion,Toothache,PT,all
bupropion,Tremor,LLT,all
bupropion,Tremor,PT,all
bupropion,Trichotillomania,LLT,all
bupropion,Trichotillomania,PT,all
bupropion,Upper respiratory tract infection,LLT,all
bupropion,Upper respiratory tract infection,PT,all
bupropion,Pollakiuria,LLT,all
bupropion,Pollakiuria,PT,all
bupropion,Urinary incontinence,LLT,all
bupropion,Urinary incontinence,PT,all
bupropion,Urinary tract infection,LLT,all
bupropion,Urinary tract infection,PT,all
bupropion,Micturition disorder,LLT,all
bupropion,Micturition disorder,PT,all
bupropion,Urinary tract disorder,LLT,all
bupropion,Urethral disorder,PT,all
bupropion,Urinary tract disorder,PT,all
bupropion,Urticaria,LLT,all
bupropion,Urticaria,PT,all
bupropion,Vaginal inflammation,LLT,all
bupropion,Vaginal infection,PT,all
bupropion,Vaginal inflammation,PT,all
bupropion,Angiopathy,LLT,all
bupropion,Angiopathy,PT,all
bupropion,Vasodilation,LLT,all
bupropion,Vasodilation procedure,PT,all
bupropion,Vertigo,LLT,all
bupropion,Vertigo,PT,all
bupropion,Vomiting,LLT,all
bupropion,Vomiting,PT,all
bupropion,Weight increased,LLT,all
bupropion,Weight increased,PT,all
bupropion,Weight decreased,LLT,all
bupropion,Weight decreased,PT,all
bupropion,Wheezing,LLT,all
bupropion,Wheezing,PT,all
bupropion,Wound infection,LLT,all
bupropion,Wound infection,PT,all
bupropion,Laceration,LLT,all
bupropion,Laceration,PT,all
bupropion,Dry mouth,LLT,all
bupropion,Dry mouth,PT,all
bupropion,Yawning,LLT,all
bupropion,Yawning,PT,all
bupropion,Muscle strain,LLT,all
bupropion,Muscle strain,PT,all
bupropion,Urinary retention,LLT,all
bupropion,Urinary retention,PT,all
bupropion,Vaginitis bacterial,LLT,all
bupropion,Vaginitis bacterial,PT,all
bupropion,Chills,LLT,all
bupropion,Chills,PT,all
bupropion,Body odor,LLT,all
bupropion,Skin odour abnormal,PT,all
bupropion,Micturition urgency,LLT,all
bupropion,Micturition urgency,PT,all
bupropion,Akinesia,LLT,all
bupropion,Akinesia,PT,all
bupropion,Agitation,LLT,all
bupropion,Agitation,PT,all
bupropion,Apathy,LLT,all
bupropion,Apathy,PT,all
bupropion,Flat affect,PT,all
bupropion,Mood swings,LLT,all
bupropion,Mood swings,PT,all
bupropion,Affect lability,PT,all
bupropion,Photophobia,LLT,all
bupropion,Photophobia,PT,all
bupropion,Oedema peripheral,LLT,all
bupropion,Oedema peripheral,PT,all
bupropion,Depressive symptom,LLT,all
bupropion,Depressive symptom,PT,all
bupropion,Hypokinesia,LLT,all
bupropion,Hypokinesia,PT,all
bupropion,Hepatic function abnormal,LLT,all
bupropion,Hepatic function abnormal,PT,all
bupropion,Panic attack,LLT,all
bupropion,Panic attack,PT,all
bupropion,Withdrawal symptom,LLT,all
bupropion,Drug withdrawal syndrome,PT,all
bupropion,Mouth ulceration,LLT,all
bupropion,Mouth ulceration,PT,all
bupropion,Migraine,LLT,all
bupropion,Migraine,PT,all
bupropion,Application site reaction,LLT,all
bupropion,Application site reaction,PT,all
bupropion,Atrioventricular block complete,LLT,all
bupropion,Atrioventricular block complete,PT,all
bupropion,Swelling face,LLT,all
bupropion,Swelling face,PT,all
bupropion,Tongue oedema,LLT,all
bupropion,Tongue oedema,PT,all
bupropion,Tongue disorder,PT,all
bupropion,Electroencephalogram abnormal,LLT,all
bupropion,Electroencephalogram abnormal,PT,all
bupropion,Impaired healing,LLT,all
bupropion,Impaired healing,PT,all
bupropion,Hyperchlorhydria,LLT,all
bupropion,Gastric pH decreased,PT,all
bupropion,Hyperchlorhydria,PT,all
bupropion,Accidental injury,LLT,all
bupropion,Injury,PT,all
bupropion,Hepatocellular injury,LLT,all
bupropion,Hepatocellular injury,PT,all
bupropion,Liver injury,PT,all
bupropion,Manic psychosis,LLT,all
bupropion,Mania,PT,all
bupropion,Muscular weakness,LLT,all
bupropion,Muscular weakness,PT,all
bupropion,Eye pain,LLT,all
bupropion,Eye pain,PT,all
bupropion,Urethral pain,LLT,all
bupropion,Urethral pain,PT,all
bupropion,Paranoid reaction,LLT,all
bupropion,Paranoia,PT,all
bupropion,Dry skin,LLT,all
bupropion,Dry skin,PT,all
bupropion,Tendon disorder,LLT,all
bupropion,Tendon disorder,PT,all
bupropion,Duodenal ulcer haemorrhage,LLT,all
bupropion,Duodenal ulcer haemorrhage,PT,all
bupropion,Sensory disturbance,LLT,all
bupropion,Sensory disturbance,PT,all
bupropion,Sinus congestion,LLT,all
bupropion,Sinus congestion,PT,all
bupropion,Skin irritation,LLT,all
bupropion,Skin irritation,PT,all
bupropion,Joint swelling,LLT,all
bupropion,Joint swelling,PT,all
bupropion,Lacrimation increased,LLT,all
bupropion,Lacrimation increased,PT,all
bupropion,Viral diarrhoea,LLT,all
bupropion,Viral diarrhoea,PT,all
bupropion,Menstruation irregular,LLT,all
bupropion,Menstruation irregular,PT,all
bupropion,Facial bones fracture,LLT,all
bupropion,Facial bones fracture,PT,all
bupropion,Joint stiffness,LLT,all
bupropion,Joint stiffness,PT,all
bupropion,Malnutrition,LLT,all
bupropion,Malnutrition,PT,all
bupropion,Photosensitivity reaction,LLT,all
bupropion,Unspecified disorder of skin and subcutaneous tissue,LLT,all
bupropion,Oral pain,LLT,all
bupropion,Oral pain,PT,all
bupropion,Malaise,LLT,all
bupropion,Malaise,PT,all
bupropion,Discomfort,PT,all
bupropion,Ill-defined disorder,PT,all
bupropion,Myalgia,LLT,all
bupropion,Myalgia,PT,all
bupropion,Muscle twitching,LLT,all
bupropion,Muscle twitching,PT,all
bupropion,Nasal dryness,LLT,all
bupropion,Nasal dryness,PT,all
bupropion,Cold sweat,LLT,all
bupropion,Cold sweat,PT,all
bupropion,Digestion impaired,LLT,all
bupropion,Increased appetite,LLT,all
bupropion,Increased appetite,PT,all
bupropion,Decreased appetite,LLT,all
bupropion,Abdominal pain upper,LLT,all
bupropion,Abdominal pain upper,PT,all
bupropion,Abdominal pain lower,LLT,all
bupropion,Abdominal pain lower,PT,all
bupropion,Disorientation,LLT,all
bupropion,Disorientation,PT,all
bupropion,Disturbance in attention,LLT,all
bupropion,Disturbance in attention,PT,all
bupropion,Affect lability,LLT,all
bupropion,Dysphoria,LLT,all
bupropion,Dysphoria,PT,all
bupropion,Feeling of despair,LLT,all
bupropion,Feeling of despair,PT,all
bupropion,Tension,LLT,all
bupropion,Bradykinesia,LLT,all
bupropion,Bradykinesia,PT,all
bupropion,Thinking abnormal,LLT,all
bupropion,Mental disability,PT,all
bupropion,Thinking abnormal,PT,all
bupropion,Perseveration,LLT,all
bupropion,Perseveration,PT,all
bupropion,Derealisation,LLT,all
bupropion,Derealisation,PT,all
bupropion,"Hallucination, auditory",LLT,all
bupropion,"Hallucination, auditory",PT,all
bupropion,Memory impairment,LLT,all
bupropion,Memory impairment,PT,all
bupropion,Painful erection,LLT,all
bupropion,Painful erection,PT,all
bupropion,Abnormal dreams,LLT,all
bupropion,Abnormal dreams,PT,all
bupropion,Intraocular pressure increased,LLT,all
bupropion,Intraocular pressure increased,PT,all
bupropion,Rash erythematous,LLT,all
bupropion,Rash erythematous,PT,all
bupropion,Muscle contractions involuntary,LLT,all
bupropion,Muscle contractions involuntary,PT,all
bupropion,Euphoric mood,LLT,all
bupropion,Euphoric mood,PT,all
bupropion,Difficulty sleeping,LLT,all
bupropion,Poor quality sleep,PT,all
bupropion,Insomnia,PT,all
bupropion,Cerebration impaired,LLT,all
bupropion,Upset stomach,LLT,all
bupropion,Abdominal discomfort,PT,all
bupropion,Hepatotoxicity,LLT,all
bupropion,Hepatotoxicity,PT,all
bupropion,Chest discomfort,LLT,all
bupropion,Chest discomfort,PT,all
bupropion,Lacrimation decreased,LLT,all
bupropion,Lacrimation decreased,PT,all
bupropion,Hepatic enzyme increased,LLT,all
