generic_name_clean,side_effect,term_type,source
cetirizine,Confusional state,PT,all
cetirizine,Feeling abnormal,PT,all
cetirizine,Conjunctivitis,LLT,all
cetirizine,Conjunctivitis,PT,all
cetirizine,Constipation,LLT,all
cetirizine,Constipation,PT,all
cetirizine,Cough,LLT,all
cetirizine,Cough,PT,all
cetirizine,Cystitis,LLT,all
cetirizine,Cystitis noninfective,PT,all
cetirizine,Cystitis,PT,all
cetirizine,Bladder pain,PT,all
cetirizine,Deafness,LLT,all
cetirizine,Deafness,PT,all
cetirizine,Libido decreased,LLT,all
cetirizine,Disturbance in sexual arousal,PT,all
cetirizine,Libido decreased,PT,all
cetirizine,Dehydration,LLT,all
cetirizine,Dehydration,PT,all
cetirizine,Dental caries,LLT,all
cetirizine,Dental caries,PT,all
cetirizine,Depersonalisation,LLT,all
cetirizine,Depersonalisation,PT,all
cetirizine,Dermatitis,LLT,all
cetirizine,Dermatitis,PT,all
cetirizine,Drug eruption,LLT,all
cetirizine,Drug eruption,PT,all
cetirizine,Diabetes mellitus,LLT,all
cetirizine,Diabetes mellitus,PT,all
cetirizine,Diarrhoea,LLT,all
cetirizine,Diarrhoea,PT,all
cetirizine,Dizziness,LLT,all
cetirizine,Dizziness,PT,all
cetirizine,Dysgeusia,LLT,all
cetirizine,Dysgeusia,PT,all
cetirizine,Dyskinesia,LLT,all
cetirizine,Dyskinesia,PT,all
cetirizine,Dysmenorrhoea,LLT,all
cetirizine,Dysmenorrhoea,PT,all
cetirizine,Dyspepsia,LLT,all
cetirizine,Dyspepsia,PT,all
cetirizine,Dyspnoea,LLT,all
cetirizine,Dyspnoea,PT,all
cetirizine,Dysuria,LLT,all
cetirizine,Dysuria,PT,all
cetirizine,Ear pain,LLT,all
cetirizine,Ear pain,PT,all
cetirizine,Eczema,LLT,all
cetirizine,Eczema,PT,all
cetirizine,Oedema,LLT,all
cetirizine,Oedema,PT,all
cetirizine,Enuresis,LLT,all
cetirizine,Enuresis,PT,all
cetirizine,Epistaxis,LLT,all
cetirizine,Epistaxis,PT,all
cetirizine,Eructation,LLT,all
cetirizine,Eructation,PT,all
cetirizine,Rash,LLT,all
cetirizine,Rash,PT,all
cetirizine,Congenital eye disorder,LLT,all
cetirizine,Congenital eye disorder,PT,all
cetirizine,Eye disorder,PT,all
cetirizine,Eye disorder,LLT,all
cetirizine,Eye haemorrhage,LLT,all
cetirizine,Eye haemorrhage,PT,all
cetirizine,Fatigue,LLT,all
cetirizine,Fatigue,PT,all
cetirizine,Body temperature increased,LLT,all
cetirizine,Body temperature increased,PT,all
cetirizine,Flatulence,LLT,all
cetirizine,Flatulence,PT,all
cetirizine,Flushing,LLT,all
cetirizine,Flushing,PT,all
cetirizine,Fracture,LLT,all
cetirizine,Multiple fractures,PT,all
cetirizine,Fracture,PT,all
cetirizine,Furunculosis,LLT,all
cetirizine,Furuncle,PT,all
cetirizine,Gastritis,LLT,all
cetirizine,Gastritis,PT,all
cetirizine,Gastrointestinal disorder,LLT,all
cetirizine,Gastrointestinal disorder,PT,all
cetirizine,Glaucoma,LLT,all
cetirizine,Glaucoma,PT,all
cetirizine,Glomerulonephritis,LLT,all
cetirizine,Glomerulonephritis,PT,all
cetirizine,Hallucination,LLT,all
cetirizine,Hallucination,PT,all
cetirizine,Headache,LLT,all
cetirizine,Headache,PT,all
cetirizine,Cardiac disorder,LLT,all
cetirizine,Cardiac disorder,PT,all
cetirizine,Cardiac failure,LLT,all
cetirizine,Cardiac failure,PT,all
cetirizine,Haematuria,LLT,all
cetirizine,Haematuria,PT,all
cetirizine,Haemorrhoids,LLT,all
cetirizine,Haemorrhoids,PT,all
cetirizine,Hepatitis,LLT,all
cetirizine,Hepatitis,PT,all
cetirizine,Herpes simplex,LLT,all
cetirizine,Herpes simplex,PT,all
cetirizine,Hyperaesthesia,LLT,all
cetirizine,Hyperaesthesia,PT,all
cetirizine,Hypersensitivity,LLT,all
cetirizine,Hypersensitivity,PT,all
cetirizine,Hypertension,LLT,all
cetirizine,Hypertension,PT,all
cetirizine,Hypertrichosis,LLT,all
cetirizine,Hypertrichosis,PT,all
cetirizine,Hyperventilation,LLT,all
cetirizine,Hyperventilation,PT,all
cetirizine,Hypoaesthesia,LLT,all
cetirizine,Hypoaesthesia,PT,all
cetirizine,Hypotension,LLT,all
cetirizine,Hypotension,PT,all
cetirizine,Immune system disorder,LLT,all
cetirizine,Immune system disorder,PT,all
cetirizine,Irritability,LLT,all
cetirizine,Irritability,PT,all
cetirizine,Jaundice,LLT,all
cetirizine,Jaundice,PT,all
cetirizine,Arthropathy,LLT,all
cetirizine,Osteoarthritis,PT,all
cetirizine,Arthropathy,PT,all
cetirizine,Cramps of lower extremities,LLT,all
cetirizine,Muscle spasms,PT,all
cetirizine,Leukorrhea,LLT,all
cetirizine,Vaginal discharge,PT,all
cetirizine,Melaena,LLT,all
cetirizine,Melaena,PT,all
cetirizine,Menorrhagia,LLT,all
cetirizine,Menorrhagia,PT,all
cetirizine,Menstrual disorder,LLT,all
cetirizine,Menstrual disorder,PT,all
cetirizine,Metrorrhagia,LLT,all
cetirizine,Metrorrhagia,PT,all
cetirizine,Hypertonia,LLT,all
cetirizine,Hypertonia,PT,all
cetirizine,Fungal infection,LLT,all
cetirizine,Fungal infection,PT,all
cetirizine,Myelitis,LLT,all
cetirizine,Myelitis,PT,all
cetirizine,Nasal polyps,LLT,all
cetirizine,Nasal polyps,PT,all
cetirizine,Nausea,LLT,all
cetirizine,Nausea,PT,all
cetirizine,Nervous system disorder,LLT,all
cetirizine,Nervous system disorder,PT,all
cetirizine,Nervousness,LLT,all
cetirizine,Nervousness,PT,all
cetirizine,Tension,PT,all
cetirizine,Nightmare,LLT,all
cetirizine,Nightmare,PT,all
cetirizine,Pain,LLT,all
cetirizine,Pain,PT,all
cetirizine,Pallor,LLT,all
cetirizine,Pallor,PT,all
cetirizine,Palpitations,LLT,all
cetirizine,Palpitations,PT,all
cetirizine,Paraesthesia,LLT,all
cetirizine,Paraesthesia,PT,all
cetirizine,Pharyngitis,LLT,all
cetirizine,Pharyngitis,PT,all
cetirizine,Pneumonia,LLT,all
cetirizine,Pneumonia,PT,all
cetirizine,Polyuria,LLT,all
cetirizine,Polyuria,PT,all
cetirizine,Urine output increased,PT,all
cetirizine,Pruritus,LLT,all
cetirizine,Pruritus,PT,all
cetirizine,Purpura,LLT,all
cetirizine,Vascular purpura,PT,all
cetirizine,Purpura,PT,all
cetirizine,Rhinitis,LLT,all
cetirizine,Rhinitis,PT,all
cetirizine,Scotoma,LLT,all
cetirizine,Scotoma,PT,all
cetirizine,Seborrhoeic dermatitis,LLT,all
cetirizine,Seborrhoeic dermatitis,PT,all
cetirizine,Convulsion,LLT,all
cetirizine,Convulsion,PT,all
cetirizine,Salivary hypersecretion,LLT,all
cetirizine,Salivary hypersecretion,PT,all
cetirizine,Sinusitis,LLT,all
cetirizine,Sinusitis,PT,all
cetirizine,Skin disorder,LLT,all
cetirizine,Skin disorder,PT,all
cetirizine,Skin nodule,LLT,all
cetirizine,Skin mass,PT,all
cetirizine,Speech disorder,LLT,all
cetirizine,Speech disorder,PT,all
cetirizine,Stomatitis,LLT,all
cetirizine,Stomatitis,PT,all
cetirizine,Ulcerative stomatitis,LLT,all
cetirizine,Mouth ulceration,PT,all
cetirizine,Suicide,LLT,all
cetirizine,Completed suicide,PT,all
cetirizine,Syncope,LLT,all
cetirizine,Loss of consciousness,PT,all
cetirizine,Shock,PT,all
cetirizine,Syncope,PT,all
cetirizine,Tachycardia,LLT,all
cetirizine,Tachycardia,PT,all
cetirizine,Thirst,LLT,all
cetirizine,Thirst,PT,all
cetirizine,Thrombocytopenia,LLT,all
cetirizine,Thrombocytopenia,PT,all
cetirizine,Thyroid disorder,LLT,all
cetirizine,Thyroid disorder,PT,all
cetirizine,Tinnitus,LLT,all
cetirizine,Tinnitus,PT,all
cetirizine,Tongue disorder,LLT,all
cetirizine,Tongue disorder,PT,all
cetirizine,Tremor,LLT,all
cetirizine,Tremor,PT,all
cetirizine,Unintended pregnancy,LLT,all
cetirizine,Unintended pregnancy,PT,all
cetirizine,Upper respiratory tract infection,LLT,all
cetirizine,Upper respiratory tract infection,PT,all
cetirizine,Pollakiuria,LLT,all
cetirizine,Pollakiuria,PT,all
cetirizine,Urinary incontinence,LLT,all
cetirizine,Urinary incontinence,PT,all
cetirizine,Urinary tract infection,LLT,all
cetirizine,Urinary tract infection,PT,all
cetirizine,Urinary tract disorder,LLT,all
cetirizine,Urethral disorder,PT,all
cetirizine,Urinary tract disorder,PT,all
cetirizine,Vaginal inflammation,LLT,all
cetirizine,Vaginal infection,PT,all
cetirizine,Vaginal inflammation,PT,all
cetirizine,Vertigo,LLT,all
cetirizine,Vertigo,PT,all
cetirizine,Viral infection,LLT,all
cetirizine,Viral infection,PT,all
cetirizine,Vomiting,LLT,all
cetirizine,Vomiting,PT,all
cetirizine,Weight increased,LLT,all
cetirizine,Weight increased,PT,all
cetirizine,Xerophthalmia,LLT,all
cetirizine,Xerophthalmia,PT,all
cetirizine,Dry mouth,LLT,all
cetirizine,Dry mouth,PT,all
cetirizine,Urinary retention,LLT,all
cetirizine,Urinary retention,PT,all
cetirizine,Agitation,LLT,all
cetirizine,Agitation,PT,all
cetirizine,Mood swings,LLT,all
cetirizine,Mood swings,PT,all
cetirizine,Affect lability,PT,all
cetirizine,Oedema peripheral,LLT,all
cetirizine,Oedema peripheral,PT,all
cetirizine,Hepatic function abnormal,LLT,all
cetirizine,Hepatic function abnormal,PT,all
cetirizine,Migraine,LLT,all
cetirizine,Migraine,PT,all
cetirizine,Periorbital oedema,LLT,all
cetirizine,Periorbital oedema,PT,all
cetirizine,Application site reaction,LLT,all
cetirizine,Application site reaction,PT,all
cetirizine,Tongue discolouration,LLT,all
cetirizine,Tongue discolouration,PT,all
cetirizine,Generalised oedema,LLT,all
cetirizine,Fluid retention,PT,all
cetirizine,Generalised oedema,PT,all
cetirizine,Tongue oedema,LLT,all
cetirizine,Tongue oedema,PT,all
cetirizine,Gamma-glutamyltransferase increased,LLT,all
cetirizine,Gamma-glutamyltransferase increased,PT,all
cetirizine,Impaired healing,LLT,all
cetirizine,Impaired healing,PT,all
cetirizine,Injection site inflammation,LLT,all
cetirizine,Injection site inflammation,PT,all
cetirizine,Accidental injury,LLT,all
cetirizine,Injury,PT,all
cetirizine,Muscular weakness,LLT,all
cetirizine,Muscular weakness,PT,all
cetirizine,Eye pain,LLT,all
cetirizine,Eye pain,PT,all
cetirizine,Dry skin,LLT,all
cetirizine,Dry skin,PT,all
cetirizine,Tendon disorder,LLT,all
cetirizine,Tendon disorder,PT,all
cetirizine,Orofacial dyskinesia,LLT,all
cetirizine,Accommodation disorder,LLT,all
cetirizine,Accommodation disorder,PT,all
cetirizine,Photosensitivity reaction,LLT,all
cetirizine,Photosensitivity reaction,PT,all
cetirizine,Unspecified disorder of skin and subcutaneous tissue,LLT,all
cetirizine,Malaise,LLT,all
cetirizine,Malaise,PT,all
cetirizine,Discomfort,PT,all
cetirizine,Ill-defined disorder,PT,all
cetirizine,Myalgia,LLT,all
cetirizine,Myalgia,PT,all
cetirizine,Muscle twitching,LLT,all
cetirizine,Muscle twitching,PT,all
cetirizine,Increased appetite,LLT,all
cetirizine,Increased appetite,PT,all
cetirizine,Thinking abnormal,LLT,all
cetirizine,Mental disability,PT,all
cetirizine,Thinking abnormal,PT,all
cetirizine,Memory impairment,LLT,all
cetirizine,Memory impairment,PT,all
cetirizine,Rash erythematous,LLT,all
cetirizine,Rash erythematous,PT,all
cetirizine,Euphoric mood,LLT,all
cetirizine,Euphoric mood,PT,all
cetirizine,Cerebration impaired,LLT,all
cetirizine,Disturbance in attention,PT,all
cetirizine,Ototoxicity,LLT,all
cetirizine,Ototoxicity,PT,all
cetirizine,Tooth caries aggravated NOS,LLT,all
cetirizine,Sputum increased,LLT,all
cetirizine,Increased bronchial secretion,PT,all
cetirizine,Sputum increased,PT,all
cetirizine,Urine abnormality,LLT,all
cetirizine,Urine abnormality,PT,all
cetirizine,Urine analysis abnormal,PT,all
cetirizine,Bullous eruption,LLT,all
cetirizine,Dermatitis bullous,PT,all
cetirizine,Leg edema,LLT,all
cetirizine,Rectal haemorrhage,LLT,all
cetirizine,Rectal haemorrhage,PT,all
cetirizine,Blood bilirubin increased,LLT,all
cetirizine,Blood bilirubin increased,PT,all
cetirizine,Vision blurred,LLT,all
cetirizine,Vision blurred,PT,all
cetirizine,Enlargement abdomen,LLT,all
cetirizine,Abdominal distension,PT,all
cetirizine,Rash maculo-papular,LLT,all
cetirizine,Rash maculo-papular,PT,all
cetirizine,Suicidal ideation,LLT,all
cetirizine,Suicidal ideation,PT,all
cetirizine,Hyperkinesia,LLT,all
cetirizine,Hyperkinesia,PT,all
cetirizine,Rigors,LLT,all
cetirizine,Chills,PT,all
cetirizine,Transaminases increased,LLT,all
cetirizine,Transaminases increased,PT,all
cetirizine,Blindness,LLT,all
cetirizine,Blindness,PT,all
cetirizine,Lymphadenopathy,LLT,all
cetirizine,Lymphadenopathy,PT,all
cetirizine,Coordination abnormal,LLT,all
cetirizine,Coordination abnormal,PT,all
cetirizine,Paralysis,LLT,all
cetirizine,Paralysis,PT,all
cetirizine,Face oedema,LLT,all
cetirizine,Face oedema,PT,all
cetirizine,Breast pain female,LLT,all
cetirizine,Breast pain,PT,all
cetirizine,Stillbirth,LLT,all
cetirizine,Stillbirth,PT,all
cetirizine,Hot flush,LLT,all
cetirizine,Hot flush,PT,all
cetirizine,Menopausal symptoms,PT,all
cetirizine,Sweating increased,LLT,all
cetirizine,Hyperhidrosis,PT,all
cetirizine,Blood and lymphatic system disorders,,all
cetirizine,Sleep disorder,LLT,all
cetirizine,Sleep disorder,PT,all
cetirizine,Blood alkaline phosphatase increased,LLT,all
cetirizine,Blood alkaline phosphatase increased,PT,all
cetirizine,Hyperkeratosis,LLT,all
cetirizine,Hyperkeratosis,PT,all
cetirizine,Insomnia,LLT,all
cetirizine,Insomnia,PT,all
cetirizine,Oculogyration,LLT,all
cetirizine,Oculogyric crisis,PT,all
cetirizine,Rhinitis seasonal,LLT,all
cetirizine,Rhinitis seasonal,PT,all
cetirizine,Aggressive reaction,LLT,all
cetirizine,Parosmia,LLT,all
cetirizine,Parosmia,PT,all
cetirizine,Dysphonia,LLT,all
cetirizine,Dysphonia,PT,all
cetirizine,Ageusia,LLT,all
cetirizine,Ageusia,PT,all
cetirizine,Somnolence,LLT,all
cetirizine,Somnolence,PT,all
cetirizine,Abnormal vision,LLT,all
cetirizine,Visual impairment,PT,all
cetirizine,Movement disorder,LLT,all
cetirizine,Movement disorder,PT,all
cetirizine,Myoclonus,LLT,all
cetirizine,Myoclonus,PT,all
cetirizine,Nasopharyngitis,LLT,all
cetirizine,Nasopharyngitis,PT,all
cetirizine,Otitis media,LLT,all
cetirizine,Otitis media,PT,all
cetirizine,Urticaria,LLT,all
cetirizine,Urticaria,PT,all
cetirizine,Oculogyric crisis,LLT,all
cetirizine,Fixed drug eruption,LLT,all
cetirizine,Extrapyramidal symptoms,LLT,all
cetirizine,Extrapyramidal disorder,PT,all
cetirizine,Urticaria chronic,LLT,all
cetirizine,Urticaria chronic,PT,all
cetirizine,Visual disturbance,LLT,all
cevimeline,Abdominal pain,LLT,all
cevimeline,Gastrointestinal pain,PT,all
cevimeline,Abdominal pain,PT,all
cevimeline,Abscess,LLT,all
cevimeline,Abscess,PT,all
cevimeline,Agranulocytosis,LLT,all
cevimeline,Agranulocytosis,PT,all
cevimeline,Albuminuria,LLT,all
cevimeline,Albuminuria,PT,all
cevimeline,Alopecia,LLT,all
cevimeline,Alopecia,PT,all
cevimeline,Amenorrhoea,LLT,all
cevimeline,Amenorrhoea,PT,all
cevimeline,Amnesia,LLT,all
cevimeline,Amnesia,PT,all
cevimeline,Anaemia,LLT,all
cevimeline,Anaemia,PT,all
cevimeline,Hypochromic anaemia,LLT,all
cevimeline,Hypochromic anaemia,PT,all
cevimeline,Angina pectoris,LLT,all
cevimeline,Angina pectoris,PT,all
cevimeline,Anorexia,LLT,all
cevimeline,Decreased appetite,PT,all
cevimeline,Anxiety,LLT,all
cevimeline,Anxiety,PT,all
cevimeline,Aphasia,LLT,all
cevimeline,Aphasia,PT,all
cevimeline,Apnoea,LLT,all
cevimeline,Apnoea,PT,all
cevimeline,Appendicitis,LLT,all
cevimeline,Appendicitis,PT,all
cevimeline,Arrhythmia,LLT,all
cevimeline,Arrhythmia,PT,all
cevimeline,Arthralgia,LLT,all
cevimeline,Arthralgia,PT,all
cevimeline,Musculoskeletal discomfort,PT,all
cevimeline,Arthritis,LLT,all
cevimeline,Arthritis,PT,all
cevimeline,Asthenia,LLT,all
cevimeline,Asthenia,PT,all
cevimeline,Asthma,LLT,all
cevimeline,Asthma,PT,all
cevimeline,Atelectasis,LLT,all
cevimeline,Pneumothorax,PT,all
cevimeline,Atelectasis,PT,all
cevimeline,Back pain,LLT,all
cevimeline,Back pain,PT,all
cevimeline,Bacterial infection,LLT,all
cevimeline,Bacterial infection,PT,all
cevimeline,Blepharitis,LLT,all
cevimeline,Blepharitis,PT,all
cevimeline,Bone disorder,LLT,all
cevimeline,Bone disorder,PT,all
cevimeline,Bronchospasm,LLT,all
cevimeline,Bronchospasm,PT,all
cevimeline,Bronchitis,LLT,all
cevimeline,Bronchitis,PT,all
cevimeline,Bundle branch block,LLT,all
cevimeline,Bundle branch block,PT,all
cevimeline,Bursitis,LLT,all
cevimeline,Bursitis,PT,all
cevimeline,Candida infection,LLT,all
cevimeline,Candida infection,PT,all
cevimeline,Basal cell carcinoma,LLT,all
cevimeline,Basal cell carcinoma,PT,all
cevimeline,Squamous cell carcinoma,LLT,all
cevimeline,Squamous cell carcinoma,PT,all
cevimeline,Cardiovascular disorder,LLT,all
cevimeline,Cardiovascular disorder,PT,all
cevimeline,Carpal tunnel syndrome,LLT,all
cevimeline,Carpal tunnel syndrome,PT,all
cevimeline,Cellulitis,LLT,all
cevimeline,Cellulitis,PT,all
cevimeline,Chest pain,LLT,all
cevimeline,Chest pain,PT,all
cevimeline,Choking,LLT,all
cevimeline,Choking,PT,all
cevimeline,Cholecystitis,LLT,all
cevimeline,Cholecystitis,PT,all
cevimeline,Cholelithiasis,LLT,all
cevimeline,Cholelithiasis,PT,all
cevimeline,Colitis ulcerative,LLT,all
cevimeline,Colitis ulcerative,PT,all
cevimeline,Proctocolitis,PT,all
cevimeline,Coma,LLT,all
cevimeline,Coma,PT,all
cevimeline,Infection,LLT,all
cevimeline,Infection,PT,all
cevimeline,Confusional state,LLT,all
cevimeline,Confusional state,PT,all
cevimeline,Feeling abnormal,PT,all
cevimeline,Conjunctivitis,LLT,all
cevimeline,Conjunctivitis,PT,all
cevimeline,Constipation,LLT,all
cevimeline,Constipation,PT,all
cevimeline,Corneal opacity,LLT,all
cevimeline,Corneal opacity,PT,all
cevimeline,Ulcerative keratitis,LLT,all
cevimeline,Ulcerative keratitis,PT,all
cevimeline,Cough,LLT,all
cevimeline,Cough,PT,all
cevimeline,Cystitis,LLT,all
cevimeline,Cystitis noninfective,PT,all
cevimeline,Cystitis,PT,all
cevimeline,Bladder pain,PT,all
cevimeline,Deafness,LLT,all
cevimeline,Deafness,PT,all
cevimeline,Dysphagia,LLT,all
cevimeline,Dysphagia,PT,all
cevimeline,Dehydration,LLT,all
cevimeline,Dehydration,PT,all
cevimeline,Delirium,LLT,all
cevimeline,Delirium,PT,all
cevimeline,Delusion,LLT,all
cevimeline,Delusion,PT,all
cevimeline,Dental caries,LLT,all
cevimeline,Dental caries,PT,all
cevimeline,Depersonalisation,LLT,all
cevimeline,Depersonalisation,PT,all
cevimeline,Dermatitis,LLT,all
cevimeline,Dermatitis,PT,all
cevimeline,Dermatitis contact,LLT,all
cevimeline,Dermatitis contact,PT,all
cevimeline,Scleroderma,LLT,all
cevimeline,Scleroderma,PT,all
cevimeline,Diabetes mellitus,LLT,all
cevimeline,Diabetes mellitus,PT,all
cevimeline,Diarrhoea,LLT,all
cevimeline,Diarrhoea,PT,all
cevimeline,Diplopia,LLT,all
cevimeline,Diplopia,PT,all
cevimeline,Joint dislocation,LLT,all
cevimeline,Joint dislocation,PT,all
cevimeline,Diverticulitis,LLT,all
cevimeline,Diverticulitis,PT,all
cevimeline,Dizziness,LLT,all
cevimeline,Dizziness,PT,all
cevimeline,Duodenitis,LLT,all
cevimeline,Duodenitis,PT,all
cevimeline,Dysgeusia,LLT,all
cevimeline,Dysgeusia,PT,all
cevimeline,Dyskinesia,LLT,all
cevimeline,Dyskinesia,PT,all
cevimeline,Dysmenorrhoea,LLT,all
cevimeline,Dysmenorrhoea,PT,all
cevimeline,Dyspepsia,LLT,all
cevimeline,Dyspepsia,PT,all
cevimeline,Dyspnoea,LLT,all
cevimeline,Dyspnoea,PT,all
cevimeline,Dysuria,LLT,all
cevimeline,Dysuria,PT,all
cevimeline,Ear pain,LLT,all
cevimeline,Ear pain,PT,all
cevimeline,Eczema,LLT,all
cevimeline,Eczema,PT,all
cevimeline,Oedema,LLT,all
cevimeline,Oedema,PT,all
cevimeline,Endocrine disorder,LLT,all
cevimeline,Endocrine disorder,PT,all
cevimeline,Enterocolitis,LLT,all
cevimeline,Enterocolitis,PT,all
cevimeline,Eosinophilia,LLT,all
cevimeline,Eosinophilia,PT,all
cevimeline,Epididymitis,LLT,all
cevimeline,Epididymitis,PT,all
cevimeline,Epistaxis,LLT,all
cevimeline,Epistaxis,PT,all
cevimeline,Eructation,LLT,all
cevimeline,Eructation,PT,all
cevimeline,Oesophageal stenosis,LLT,all
cevimeline,Oesophageal stenosis,PT,all
cevimeline,Oesophagitis,LLT,all
cevimeline,Oesophagitis,PT,all
cevimeline,Rash,LLT,all
cevimeline,Rash,PT,all
cevimeline,Congenital eye disorder,LLT,all
cevimeline,Congenital eye disorder,PT,all
cevimeline,Eye disorder,PT,all
cevimeline,Eye haemorrhage,LLT,all
cevimeline,Eye haemorrhage,PT,all
cevimeline,Eye infection,LLT,all
cevimeline,Eye infection,PT,all
cevimeline,Failure to thrive,LLT,all
cevimeline,Failure to thrive,PT,all
cevimeline,Fatigue,LLT,all
cevimeline,Fatigue,PT,all
cevimeline,Body temperature increased,LLT,all
cevimeline,Body temperature increased,PT,all
cevimeline,Flatulence,LLT,all
cevimeline,Flatulence,PT,all
cevimeline,Flushing,LLT,all
cevimeline,Flushing,PT,all
cevimeline,Food poisoning,LLT,all
cevimeline,Food poisoning,PT,all
cevimeline,Furunculosis,LLT,all
cevimeline,Furuncle,PT,all
cevimeline,Gastritis,LLT,all
cevimeline,Gastritis,PT,all
cevimeline,Gastroenteritis,LLT,all
cevimeline,Gastroenteritis,PT,all
cevimeline,Gastrooesophageal reflux disease,LLT,all
cevimeline,Gastrooesophageal reflux disease,PT,all
cevimeline,Gastrointestinal haemorrhage,LLT,all
cevimeline,Gastrointestinal haemorrhage,PT,all
cevimeline,Gingival hyperplasia,LLT,all
cevimeline,Gingival hyperplasia,PT,all
cevimeline,Gingivitis,LLT,all
cevimeline,Gingivitis,PT,all
cevimeline,Glaucoma,LLT,all
cevimeline,Glaucoma,PT,all
cevimeline,Glossitis,LLT,all
cevimeline,Glossitis,PT,all
cevimeline,Tongue geographic,LLT,all
cevimeline,Tongue geographic,PT,all
cevimeline,Glycosuria,LLT,all
cevimeline,Glycosuria,PT,all
cevimeline,Goitre,LLT,all
cevimeline,Goitre,PT,all
cevimeline,Gout,LLT,all
cevimeline,Gout,PT,all
cevimeline,Hallucination,LLT,all
cevimeline,Hallucination,PT,all
cevimeline,Headache,LLT,all
cevimeline,Headache,PT,all
cevimeline,Partial hearing loss,LLT,all
cevimeline,Hearing impaired,PT,all
cevimeline,Cardiac disorder,LLT,all
cevimeline,Cardiac disorder,PT,all
cevimeline,Cardiomegaly,LLT,all
cevimeline,Cardiomegaly,PT,all
cevimeline,Cardiac murmur,LLT,all
cevimeline,Cardiac murmur,PT,all
cevimeline,Heat stroke,LLT,all
cevimeline,Heat stroke,PT,all
cevimeline,Blood disorder,LLT,all
cevimeline,Blood disorder,PT,all
cevimeline,Haematoma,LLT,all
cevimeline,Haematoma,PT,all
cevimeline,Haematuria,LLT,all
cevimeline,Haematuria,PT,all
cevimeline,Haemoptysis,LLT,all
cevimeline,Haemoptysis,PT,all
cevimeline,Haemorrhage,LLT,all
cevimeline,Haemorrhage,PT,all
cevimeline,Haemoglobin,PT,all
cevimeline,Haemorrhoids,LLT,all
cevimeline,Haemorrhoids,PT,all
cevimeline,Herpes simplex,LLT,all
cevimeline,Herpes simplex,PT,all
cevimeline,Herpes zoster,LLT,all
cevimeline,Herpes zoster,PT,all
cevimeline,Hiccups,LLT,all
cevimeline,Hiccups,PT,all
cevimeline,Hypercalcaemia,LLT,all
cevimeline,Hypercalcaemia,PT,all
cevimeline,Hypercholesterolaemia,LLT,all
cevimeline,Hypercholesterolaemia,PT,all
cevimeline,Hyperaesthesia,LLT,all
cevimeline,Hyperaesthesia,PT,all
cevimeline,Hyperglycaemia,LLT,all
cevimeline,Hyperglycaemia,PT,all
cevimeline,Hyperkalaemia,LLT,all
cevimeline,Hyperkalaemia,PT,all
cevimeline,Hyperlipidaemia,LLT,all
cevimeline,Hyperlipidaemia,PT,all
cevimeline,Hypersensitivity,LLT,all
cevimeline,Hypersensitivity,PT,all
cevimeline,Hypertension,LLT,all
cevimeline,Hypertension,PT,all
cevimeline,Hypertriglyceridaemia,LLT,all
cevimeline,Hypertriglyceridaemia,PT,all
cevimeline,Blood triglycerides increased,PT,all
cevimeline,Salivary gland enlargement,LLT,all
cevimeline,Salivary gland enlargement,PT,all
cevimeline,Hypoaesthesia,LLT,all
cevimeline,Hypoaesthesia,PT,all
cevimeline,Hypoglycaemia,LLT,all
cevimeline,Hypoglycaemia,PT,all
cevimeline,Hypokalaemia,LLT,all
cevimeline,Hypokalaemia,PT,all
cevimeline,Hyponatraemia,LLT,all
cevimeline,Hyponatraemia,PT,all
cevimeline,Hypotension,LLT,all
cevimeline,Hypotension,PT,all
cevimeline,Orthostatic hypotension,LLT,all
cevimeline,Orthostatic hypotension,PT,all
cevimeline,Hypothyroidism,LLT,all
cevimeline,Hypothyroidism,PT,all
cevimeline,Illusion,LLT,all
cevimeline,Illusion,PT,all
cevimeline,Intestinal obstruction,LLT,all
cevimeline,Intestinal obstruction,PT,all
cevimeline,Irritable bowel syndrome,LLT,all
cevimeline,Irritable bowel syndrome,PT,all
cevimeline,Functional gastrointestinal disorder,PT,all
cevimeline,Arthropathy,LLT,all
cevimeline,Osteoarthritis,PT,all
cevimeline,Arthropathy,PT,all
cevimeline,Keratitis,LLT,all
cevimeline,Keratitis,PT,all
cevimeline,Keratoconjunctivitis,LLT,all
cevimeline,Calculus of kidney,LLT,all
cevimeline,Nephrolithiasis,PT,all
cevimeline,Laryngitis,LLT,all
cevimeline,Laryngitis,PT,all
cevimeline,Cramps of lower extremities,LLT,all
cevimeline,Muscle spasms,PT,all
cevimeline,Leg pain,LLT,all
cevimeline,Pain in extremity,PT,all
cevimeline,Leukocytosis,LLT,all
cevimeline,Leukocytosis,PT,all
cevimeline,Leukopenia,LLT,all
cevimeline,Leukopenia,PT,all
cevimeline,Leukorrhea,LLT,all
cevimeline,Vaginal discharge,PT,all
cevimeline,Lichen planus,LLT,all
cevimeline,Lichen planus,PT,all
cevimeline,Chronic obstructive pulmonary disease,LLT,all
cevimeline,Chronic obstructive pulmonary disease,PT,all
cevimeline,Bronchial hyperreactivity,PT,all
cevimeline,Lymphocytosis,LLT,all
cevimeline,Lymphocytosis,PT,all
cevimeline,Melaena,LLT,all
cevimeline,Melaena,PT,all
cevimeline,Menorrhagia,LLT,all
cevimeline,Menorrhagia,PT,all
